选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数
2025-07-30,2,002600,领益智造,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,8.96,16.16,+80.36%,+83.15%,第57天,2025-09-29,60
2025-07-30,3,300100,双林股份,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,44.18,44.74,+1.27%,+18.04%,第26天,2025-09-29,60
2025-07-30,4,600281,华阳新材,95.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.03,6.0,-14.65%,+6.54%,第21天,2025-09-29,60
2025-07-30,5,601100,恒立液压,95.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,74.9,94.68,+26.41%,+34.45%,第50天,2025-09-29,60
2025-07-30,6,301000,肇民科技,95.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,43.36,48.63,+12.15%,+34.69%,第44天,2025-09-29,60
2025-07-30,7,002683,广东宏大,94.9%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,35.882,42.66,+18.89%,+27.58%,第58天,2025-09-29,60
2025-07-30,8,600390,五矿资本,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.114,5.994,-1.96%,+8.83%,第20天,2025-09-29,60
2025-07-30,9,000506,招金黄金,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,10.24,10.88,+6.25%,+9.57%,第41天,2025-09-29,60
2025-07-30,10,301003,江苏博云,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,31.88,36.22,+13.61%,+24.34%,第23天,2025-09-29,60
2025-07-31,1,301076,新瀚新材,100.0%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,29.75,52.73,+77.24%,+123.13%,第48天,2025-09-29,60
2025-07-31,2,603308,应流股份,97.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,26.2,32.8,+25.19%,+30.50%,第56天,2025-09-29,60
2025-07-31,3,002444,巨星科技,96.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,30.86,31.0,+0.45%,+19.25%,第15天,2025-09-29,60
2025-07-31,4,300004,南风股份,96.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,8.52,12.55,+47.30%,+85.45%,第47天,2025-09-29,60
2025-07-31,5,688069,德林海,95.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.557,22.37,-0.83%,+14.98%,第11天,2025-09-29,60
2025-07-31,6,300018,中元股份,95.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,8.25,8.95,+8.48%,+16.36%,第25天,2025-09-29,60
2025-07-31,7,600095,湘财股份,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,10.88,13.56,+24.63%,+28.22%,第60天,2025-09-29,60
2025-07-31,8,300698,万马科技,95.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,42.41,48.92,+15.35%,+28.70%,第56天,2025-09-29,60
2025-07-31,9,603013,亚普股份,94.9%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.23,26.5,+30.99%,+49.48%,第49天,2025-09-29,60
2025-07-31,10,300066,三川智慧,94.8%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,5.97,6.33,+6.03%,+57.62%,第25天,2025-09-29,60
2025-08-01,1,002074,国轩高科,100.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,28.78,46.68,+62.20%,+73.14%,第42天,2025-09-30,60
2025-08-01,2,000758,中色股份,96.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,5.91,6.78,+14.72%,+23.01%,第31天,2025-09-30,60
2025-08-01,3,688059,华锐精密,96.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,54.23,75.3,+38.85%,+59.06%,第48天,2025-09-30,60
2025-08-01,4,600740,山西焦化,95.9%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,3.93,3.89,-1.02%,+8.14%,第25天,2025-09-30,60
2025-08-01,5,301076,新瀚新材,95.8%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,29.65,52.13,+75.82%,+123.88%,第47天,2025-09-30,60
2025-08-01,6,603308,应流股份,95.8%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,25.82,32.52,+25.95%,+32.42%,第55天,2025-09-30,60
2025-08-01,7,600751,海航科技,95.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,3.84,4.54,+18.23%,+30.99%,第47天,2025-09-30,60
2025-08-01,8,002990,盛视科技,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.8,27.49,-13.55%,+6.04%,第24天,2025-09-30,60
2025-08-01,9,002842,翔鹭钨业,95.0%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,8.96,10.79,+20.42%,+51.00%,第28天,2025-09-30,60
2025-08-01,10,000422,湖北宜化,94.6%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,13.41,14.72,+9.77%,+14.77%,第40天,2025-09-30,60
2025-08-04,1,002229,鸿博股份,96.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,18.41,17.49,-5.00%,+30.36%,第24天,2025-10-09,60
2025-08-04,2,600740,山西焦化,96.2%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,3.94,4.07,+3.30%,+7.87%,第22天,2025-10-09,60
2025-08-04,3,002192,融捷股份,95.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,34.8,41.44,+19.08%,+20.98%,第66天,2025-10-09,60
2025-08-04,4,600366,宁波韵升,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.71,15.38,+31.34%,+57.56%,第14天,2025-10-09,60
2025-08-04,5,300803,指南针,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,87.13,166.65,+91.27%,+105.36%,第44天,2025-10-09,60
2025-08-04,6,300291,百纳千成,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.18,6.14,-0.65%,+19.09%,第14天,2025-10-09,60
2025-08-04,7,000758,中色股份,94.6%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,5.89,7.17,+21.73%,+23.43%,第28天,2025-10-09,60
2025-08-04,8,301225,恒勃股份,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,80.08,95.49,+19.24%,+36.50%,第45天,2025-10-09,60
2025-08-04,9,603399,永杉锂业,94.5%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,10.0,10.38,+3.80%,+13.40%,第7天,2025-10-09,60
2025-08-04,10,600596,新安股份,94.4%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,9.87,10.78,+9.22%,+18.14%,第28天,2025-10-09,60
2025-08-05,1,600366,宁波韵升,100.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.76,15.38,+30.78%,+56.89%,第13天,2025-10-09,60
2025-08-05,2,000617,中油资本,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,8.435,10.895,+29.16%,+61.65%,第27天,2025-10-09,60
2025-08-05,3,300757,罗博特科,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,171.945,257.0,+49.47%,+78.36%,第44天,2025-10-09,60
2025-08-05,4,688319,欧林生物,94.1%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,20.98,27.6,+31.55%,+65.30%,第16天,2025-10-09,60
2025-08-05,5,002852,道道全,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.254,11.0,-2.26%,+12.80%,第6天,2025-10-09,60
2025-08-05,6,600031,三一重工,93.9%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,19.332,22.932,+18.62%,+19.86%,第56天,2025-10-09,60
2025-08-05,7,300291,百纳千成,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.17,6.14,-0.49%,+19.29%,第13天,2025-10-09,60
2025-08-05,8,603496,恒为科技,93.9%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,28.145,31.925,+13.43%,+27.89%,第65天,2025-10-09,60
2025-08-05,9,600537,亿晶光电,93.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,3.72,3.98,+6.99%,+23.12%,第44天,2025-10-09,60
2025-08-05,10,001359,平安电工,93.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,49.43,51.3,+3.78%,+24.62%,第21天,2025-10-09,60
2025-08-06,1,301331,恩威医药,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,35.894,31.064,-13.46%,+9.53%,第19天,2025-10-09,60
2025-08-06,2,300811,铂科新材,95.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,55.7,84.52,+51.74%,+59.61%,第55天,2025-10-09,60
2025-08-06,3,000717,中南股份,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.97,2.78,-6.40%,+2.02%,第0天,2025-10-09,60
2025-08-06,4,688382,益方生物-U,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,43.2,30.0,-30.56%,+5.32%,第29天,2025-10-09,60
2025-08-06,5,000513,丽珠集团,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,40.66,38.78,-4.62%,+4.72%,第27天,2025-10-09,60
2025-08-06,6,002629,仁智股份,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.53,8.3,+10.23%,+16.33%,第64天,2025-10-09,60
2025-08-06,7,601005,重庆钢铁,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,1.54,1.54,+0.00%,+6.49%,第43天,2025-10-09,60
2025-08-06,8,002916,深南电路,93.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,134.84,238.3,+76.73%,+76.73%,第64天,2025-10-09,60
2025-08-06,9,002320,海峡股份,93.6%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,7.69,10.17,+32.25%,+34.72%,第55天,2025-10-09,60
2025-08-06,10,600366,宁波韵升,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.97,15.38,+28.49%,+54.14%,第12天,2025-10-09,60
2025-08-07,1,688158,优刻得-W,96.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.38,26.61,+4.85%,+19.35%,第20天,2025-10-09,60
2025-08-07,2,000717,中南股份,96.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.94,2.78,-5.44%,+2.38%,第4天,2025-10-09,60
2025-08-07,3,600438,通威股份,96.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,20.14,22.7,+12.71%,+21.65%,第29天,2025-10-09,60
2025-08-07,4,688307,中润光学,95.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,37.66,36.09,-4.17%,+17.29%,第49天,2025-10-09,60
2025-08-07,5,002916,深南电路,95.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,134.49,238.3,+77.19%,+77.19%,第63天,2025-10-09,60
2025-08-07,6,002459,晶澳科技,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.03,13.42,+21.67%,+29.65%,第32天,2025-10-09,60
2025-08-07,7,600866,星湖科技,95.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.93,7.74,-2.40%,+7.82%,第20天,2025-10-09,60
2025-08-07,8,601208,东材科技,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.04,20.15,+25.62%,+52.31%,第47天,2025-10-09,60
2025-08-07,9,600379,宝光股份,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,13.126,12.656,-3.58%,+7.85%,第43天,2025-10-09,60
2025-08-07,10,600602,云赛智联,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.23,20.95,-5.76%,+11.02%,第20天,2025-10-09,60
2025-08-08,1,300811,铂科新材,97.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,54.79,84.52,+54.26%,+62.26%,第53天,2025-10-09,60
2025-08-08,2,600183,生益科技,96.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,39.42,55.56,+40.94%,+57.99%,第46天,2025-10-09,60
2025-08-08,3,601208,东材科技,96.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.13,20.15,+24.92%,+51.46%,第46天,2025-10-09,60
2025-08-08,4,688238,和元生物,95.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.65,8.2,+7.19%,+20.26%,第11天,2025-10-09,60
2025-08-08,5,688658,悦康药业,95.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.04,21.96,-29.25%,+14.59%,第11天,2025-10-09,60
2025-08-08,6,300291,百纳千成,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.1,6.14,+0.66%,+20.66%,第10天,2025-10-09,60
2025-08-08,7,300803,指南针,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,87.12,166.65,+91.29%,+105.38%,第40天,2025-10-09,60
2025-08-08,8,002826,易明医药,94.8%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.74,18.96,-8.58%,+29.36%,第12天,2025-10-09,60
2025-08-08,9,000717,中南股份,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.96,2.78,-6.08%,+1.69%,第3天,2025-10-09,60
2025-08-08,10,600379,宝光股份,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.146,12.656,-3.73%,+7.68%,第42天,2025-10-09,60
2025-08-11,1,688316,青云科技-U,95.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,76.55,63.75,-16.72%,+12.32%,第14天,2025-10-10,60
2025-08-11,2,600602,云赛智联,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,21.8,20.21,-7.29%,+13.21%,第16天,2025-10-10,60
2025-08-11,3,688076,ST诺泰,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,46.61,40.1,-13.97%,+1.80%,第7天,2025-10-10,60
2025-08-11,4,603171,税友股份,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,49.21,48.65,-1.14%,+33.10%,第14天,2025-10-10,60
2025-08-11,5,300940,南极光,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,27.6,27.0,-2.17%,+17.57%,第10天,2025-10-10,60
2025-08-11,6,600418,江淮汽车,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,47.59,51.89,+9.04%,+23.58%,第35天,2025-10-10,60
2025-08-11,7,002629,仁智股份,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.55,8.05,+6.62%,+16.03%,第59天,2025-10-10,60
2025-08-11,8,688222,成都先导,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,22.94,23.6,+2.88%,+32.00%,第24天,2025-10-10,60
2025-08-11,9,002362,汉王科技,93.8%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,25.39,24.14,-4.92%,+7.13%,第38天,2025-10-10,60
2025-08-11,10,688160,步科股份,93.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,93.76,95.31,+1.65%,+18.14%,第44天,2025-10-10,60
2025-08-12,1,002599,盛通股份,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,9.12,8.09,-11.29%,+6.14%,第7天,2025-10-13,60
2025-08-12,2,002362,汉王科技,94.8%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,25.16,23.93,-4.89%,+8.11%,第37天,2025-10-13,60
2025-08-12,3,688519,南亚新材,94.7%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,44.4,81.7,+84.01%,+98.20%,第37天,2025-10-13,60
2025-08-12,4,301237,和顺科技,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,38.84,45.22,+16.43%,+38.31%,第44天,2025-10-13,60
2025-08-12,5,603918,金桥信息,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,19.75,17.69,-10.43%,+7.19%,第15天,2025-10-13,60
2025-08-12,6,002527,新时达,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.85,18.63,+10.56%,+29.73%,第36天,2025-10-13,60
2025-08-12,7,002422,科伦药业,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,36.295,34.615,-4.63%,+14.60%,第21天,2025-10-13,60
2025-08-12,8,688368,晶丰明源,94.4%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,90.72,113.74,+25.37%,+35.33%,第58天,2025-10-13,60
2025-08-12,9,603171,税友股份,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,48.67,48.8,+0.27%,+34.58%,第13天,2025-10-13,60
2025-08-12,10,002757,南兴股份,94.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,20.29,17.36,-14.44%,+10.20%,第15天,2025-10-13,60
2025-08-13,1,605158,华达新材,97.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,9.27,8.57,-7.55%,+4.64%,第30天,2025-10-13,60
2025-08-13,2,300414,中光防雷,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.53,12.82,-11.77%,+3.10%,第0天,2025-10-13,60
2025-08-13,3,002480,新筑股份,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.19,6.92,-3.76%,+4.03%,第12天,2025-10-13,60
2025-08-13,4,300871,回盛生物,94.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,22.51,21.3,-5.38%,+10.57%,第5天,2025-10-13,60
2025-08-13,5,300205,*ST天喻,94.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,5.25,4.64,-11.62%,+6.10%,第23天,2025-10-13,60
2025-08-13,6,603976,正川股份,94.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,22.11,19.35,-12.48%,+5.74%,第9天,2025-10-13,60
2025-08-13,7,600346,恒力石化,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,15.0,17.18,+14.53%,+19.47%,第19天,2025-10-13,60
2025-08-13,8,300930,屹通新材,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,34.61,32.99,-4.68%,+0.40%,第0天,2025-10-13,60
