选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 -2% 日期,触发 -4% 日期,触发顺序
2025-09-30,6,300478,杭州高新,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.92,28.16,+13.00%,+19.90%,第45天,2025-11-14,45,2025-11-03,2025-10-09,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-09-30,7,003043,华亚智能,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,51.53,51.0,-1.03%,+3.10%,第0天,2025-11-14,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-09-30,8,603009,北特科技,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,55.13,41.45,-24.81%,+2.96%,第0天,2025-11-14,45,-,2025-10-09,2025-10-10,"('neg2pct', 'neg4pct')"
2025-09-30,9,603926,铁流股份,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,17.64,15.56,-11.79%,+3.29%,第10天,2025-11-14,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-09-30,10,301606,绿联科技,93.7%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,63.98,62.1,-2.94%,+17.58%,第35天,2025-11-14,45,2025-10-28,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-09-29,1,300619,金银河,96.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,34.62,44.17,+27.59%,+37.72%,第29天,2025-11-13,45,2025-10-13,2025-09-30,2025-09-30,"('neg2pct', 'neg4pct', '10pct')"
2025-09-29,2,002599,盛通股份,95.9%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,8.37,8.22,-1.79%,+2.75%,第32天,2025-11-13,45,-,2025-10-10,2025-10-13,"('neg2pct', 'neg4pct')"
2025-09-29,3,300720,海川智能,95.4%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,24.07,29.0,+20.48%,+30.83%,第38天,2025-11-13,45,2025-11-04,2025-10-10,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-09-29,4,301419,阿莱德,95.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,35.91,33.01,-8.08%,+1.64%,第28天,2025-11-13,45,-,2025-09-30,2025-10-09,"('neg2pct', 'neg4pct')"
2025-09-29,5,600026,中远海能,95.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.07,13.26,+9.86%,+13.92%,第32天,2025-11-13,45,2025-10-30,2025-09-29,2025-10-09,"('neg2pct', 'neg4pct', '10pct')"
2025-09-29,6,300252,金信诺,95.2%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,14.43,13.2,-8.52%,+4.30%,第1天,2025-11-13,45,-,2025-10-10,2025-10-10,"('neg2pct', 'neg4pct')"
2025-09-29,7,301029,怡合达,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.04,27.54,-11.28%,+5.28%,第10天,2025-11-13,45,-,2025-09-29,2025-10-13,"('neg2pct', 'neg4pct')"
2025-09-29,8,300814,中富电路,95.0%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,47.96,69.2,+44.29%,+64.72%,第39天,2025-11-13,45,2025-09-30,-,-,-
2025-09-29,9,300497,富祥药业,94.7%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,9.9,17.5,+76.77%,+76.77%,第45天,2025-11-13,45,2025-10-22,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-09-29,10,002681,奋达科技,94.7%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,7.3,6.88,-5.75%,+1.78%,第1天,2025-11-13,45,-,2025-10-10,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-09,1,603926,铁流股份,97.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.71,14.5,-18.13%,+2.88%,第1天,2025-11-24,45,-,2025-10-09,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-09,2,002681,奋达科技,95.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,7.25,6.68,-7.86%,+1.10%,第0天,2025-11-24,45,-,2025-10-10,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-09,3,605136,丽人丽妆,95.8%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,9.95,11.18,+12.36%,+28.54%,第42天,2025-11-24,45,2025-11-18,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-09,4,000810,创维数字,95.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.58,11.8,-13.11%,+4.49%,第1天,2025-11-24,45,-,2025-10-14,2025-10-16,"('neg2pct', 'neg4pct')"
2025-10-09,5,600228,*ST返利,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.56,6.47,+16.37%,+33.09%,第34天,2025-11-24,45,2025-10-17,2025-10-10,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-09,6,001306,夏厦精密,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,102.72,82.7,-19.49%,+4.91%,第0天,2025-11-24,45,-,2025-10-10,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-09,7,002555,三七互娱,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,21.381,20.44,-4.40%,+12.91%,第26天,2025-11-24,45,2025-11-04,2025-10-09,2025-10-10,"('neg2pct', 'neg4pct', '10pct')"
2025-10-09,8,605319,无锡振华,94.1%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,24.81,20.35,-17.98%,+3.10%,第0天,2025-11-24,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-09,9,300457,赢合科技,93.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,34.48,27.33,-20.74%,+4.70%,第0天,2025-11-24,45,-,2025-10-10,2025-10-10,"('neg2pct', 'neg4pct')"
2025-10-09,10,603196,日播时尚,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.1,23.67,+7.10%,+17.60%,第36天,2025-11-24,45,2025-10-27,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-10,1,603926,铁流股份,97.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.66,14.5,-17.89%,+3.17%,第0天,2025-11-24,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-10,2,002886,沃特股份,96.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.79,18.98,-16.72%,+1.76%,第0天,2025-11-24,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-10,3,603298,杭叉集团,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.63,24.8,-10.24%,+10.03%,第20天,2025-11-24,45,2025-10-30,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-10,4,605136,丽人丽妆,94.8%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,9.98,11.18,+12.02%,+28.16%,第41天,2025-11-24,45,2025-11-18,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-10,5,300521,爱司凯,94.4%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,29.12,29.5,+1.30%,+12.91%,第38天,2025-11-24,45,2025-11-13,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-10,6,603266,天龙股份,94.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,24.81,19.91,-19.75%,+1.17%,第0天,2025-11-24,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-10,7,002164,宁波东力,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.32,12.91,-9.85%,+5.45%,第0天,2025-11-24,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-10,8,603912,佳力图,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,9.2,8.35,-9.24%,+1.74%,第0天,2025-11-24,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-10,9,600228,*ST返利,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.47,6.47,+18.28%,+35.28%,第33天,2025-11-24,45,2025-10-16,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-10,10,002664,信质集团,93.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,29.94,22.51,-24.82%,+11.06%,第10天,2025-11-24,45,2025-10-20,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-13,1,603683,晶华新材,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,32.94,26.01,-21.04%,+1.67%,第1天,2025-11-27,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-13,2,002920,德赛西威,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,135.76,108.09,-20.38%,+5.05%,第3天,2025-11-27,45,-,2025-10-13,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-13,3,688237,超卓航科,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,54.09,49.85,-7.84%,+15.51%,第14天,2025-12-01,45,2025-10-27,2025-10-13,2025-10-14,"('neg2pct', 'neg4pct', '10pct')"
2025-10-13,4,301029,怡合达,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,29.89,25.38,-15.09%,+1.74%,第1天,2025-11-27,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-13,5,603266,天龙股份,93.7%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,23.84,19.86,-16.69%,+2.27%,第1天,2025-11-27,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-13,6,002624,完美世界,93.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.66,15.17,-14.10%,+2.49%,第1天,2025-11-27,45,-,2025-10-13,2025-10-15,"('neg2pct', 'neg4pct')"
2025-10-13,7,603196,日播时尚,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,21.54,23.21,+7.75%,+20.66%,第32天,2025-11-27,45,2025-10-16,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct', '10pct')"
2025-10-13,8,002558,巨人网络,93.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,41.24,40.7,-1.31%,+3.66%,第1天,2025-11-27,45,-,2025-10-13,2025-10-15,"('neg2pct', 'neg4pct')"
2025-10-13,9,002239,奥特佳,93.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,3.23,3.0,-7.12%,+2.17%,第24天,2025-11-27,45,-,2025-10-13,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-13,10,300984,金沃股份,93.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,68.46,58.63,-14.36%,+5.83%,第2天,2025-11-27,45,-,2025-10-13,2025-10-13,"('neg2pct', 'neg4pct')"
2025-10-14,1,002011,盾安环境,96.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,13.51,12.79,-5.33%,+7.25%,第13天,2025-11-28,45,-,2025-10-17,2025-11-19,"('neg2pct', 'neg4pct')"
2025-10-14,2,300715,凯伦股份,95.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.73,11.06,-5.71%,+13.64%,第21天,2025-11-28,45,2025-10-21,2025-11-19,2025-11-20,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-14,3,300688,创业黑马,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,29.4,29.66,+0.88%,+13.61%,第35天,2025-11-28,45,2025-11-04,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct', '10pct')"
2025-10-14,4,603926,铁流股份,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.84,14.95,-11.22%,+7.01%,第17天,2025-11-28,45,-,2025-10-15,2025-11-10,"('neg2pct', 'neg4pct')"
2025-10-14,5,603216,梦天家居,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.49,28.66,+63.87%,+63.87%,第45天,2025-11-28,45,2025-11-21,2025-10-16,2025-10-16,"('neg2pct', 'neg4pct', '10pct')"
2025-10-14,6,603486,科沃斯,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,96.12,78.58,-18.25%,+4.04%,第0天,2025-11-28,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-14,7,301479,弘景光电,93.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,90.13,85.01,-5.68%,+5.80%,第14天,2025-11-28,45,-,2025-10-17,2025-11-18,"('neg2pct', 'neg4pct')"
2025-10-14,8,688230,芯导科技,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,74.59,67.77,-9.14%,+9.36%,第1天,2025-11-28,45,-,2025-10-14,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-14,9,688328,深科达,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.56,26.28,-4.64%,+7.33%,第13天,2025-11-28,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-14,10,301046,能辉科技,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.7,30.73,+19.57%,+23.54%,第29天,2025-11-28,45,2025-11-07,2025-10-16,2025-10-17,"('neg2pct', 'neg4pct', '10pct')"
2025-10-15,1,603216,梦天家居,96.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.55,30.6,+74.36%,+78.23%,第47天,2025-12-01,45,2025-11-21,2025-10-16,2025-10-16,"('neg2pct', 'neg4pct', '10pct')"
2025-10-15,2,600176,中国巨石,95.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,15.93,15.74,-1.19%,+7.03%,第16天,2025-12-01,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-15,3,603918,金桥信息,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,16.8,17.33,+3.15%,+12.80%,第19天,2025-12-01,45,2025-11-03,2025-10-16,2025-10-17,"('neg2pct', 'neg4pct', '10pct')"
2025-10-15,4,000069,华侨城Ａ,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.5,2.66,+6.40%,+17.20%,第27天,2025-12-01,45,2025-11-11,2025-10-16,2025-10-17,"('neg2pct', 'neg4pct', '10pct')"
2025-10-15,5,002244,滨江集团,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.7,10.14,-13.33%,+2.91%,第0天,2025-12-01,45,-,2025-10-20,2025-10-23,"('neg2pct', 'neg4pct')"
2025-10-15,6,000892,欢瑞世纪,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.93,7.77,+31.03%,+64.42%,第42天,2025-12-01,45,2025-10-24,2025-10-16,2025-10-17,"('neg2pct', 'neg4pct', '10pct')"
2025-10-15,7,688237,超卓航科,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,52.47,49.85,-4.99%,+19.08%,第12天,2025-12-01,45,2025-10-24,2025-10-15,2025-11-21,"('neg2pct', '10pct', 'neg4pct')"
2025-10-15,8,688127,蓝特光学,94.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,29.71,31.71,+6.73%,+17.30%,第22天,2025-12-01,45,2025-10-27,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct', '10pct')"
2025-10-15,9,688779,五矿新能,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.11,7.45,+4.78%,+32.77%,第33天,2025-12-01,45,2025-11-11,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct', '10pct')"
2025-10-15,10,000810,创维数字,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.4,12.47,-6.94%,+3.96%,第1天,2025-12-01,45,-,2025-10-15,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-16,1,301272,英华特,96.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,47.921,42.3,-11.73%,+3.23%,第0天,2025-12-01,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-16,2,688515,裕太微-U,95.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,113.4,101.08,-10.86%,+6.89%,第14天,2025-12-01,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-16,3,301155,海力风电,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,91.98,78.96,-14.16%,+5.34%,第8天,2025-12-01,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-16,4,002246,北化股份,95.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.215,17.605,-12.91%,+4.01%,第36天,2025-12-01,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-16,5,300341,麦克奥迪,95.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,17.57,16.92,-3.70%,+8.54%,第20天,2025-12-01,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-16,6,603871,嘉友国际,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,13.73,13.55,-1.31%,+7.36%,第21天,2025-12-01,45,-,2025-10-17,2025-10-20,"('neg2pct', 'neg4pct')"
2025-10-16,7,605128,上海沿浦,94.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,41.93,37.1,-11.52%,+3.74%,第0天,2025-12-01,45,-,2025-10-17,2025-11-04,"('neg2pct', 'neg4pct')"
2025-10-16,8,688508,芯朋微,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,65.78,58.86,-10.52%,+2.99%,第8天,2025-12-01,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-16,9,688380,中微半导,94.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,36.28,32.55,-10.28%,+9.01%,第5天,2025-12-01,45,-,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct')"
2025-10-16,10,300567,精测电子,94.4%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,73.41,68.62,-6.52%,+12.11%,第13天,2025-12-01,45,2025-10-29,2025-10-17,2025-10-17,"('neg2pct', 'neg4pct', '10pct')"
2025-10-17,1,600426,华鲁恒升,95.7%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,24.381,28.29,+16.03%,+23.42%,第28天,2025-12-01,45,2025-11-10,2025-10-20,-,"('neg2pct', '10pct')"
2025-10-17,2,600095,湘财股份,95.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,12.28,11.3,-7.98%,+11.32%,第10天,2025-12-01,45,2025-10-27,2025-10-23,2025-11-12,"('neg2pct', '10pct', 'neg4pct')"
2025-10-17,3,688352,颀中科技,95.4%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,12.84,13.1,+2.02%,+16.67%,第13天,2025-12-01,45,2025-10-30,2025-11-21,2025-11-21,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-17,4,603699,纽威股份,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,42.5,49.66,+16.85%,+31.76%,第19天,2025-12-01,45,2025-10-27,-,-,-
2025-10-17,5,600846,同济科技,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.88,17.2,+23.92%,+24.50%,第45天,2025-12-01,45,2025-10-30,2025-10-17,-,"('neg2pct', '10pct')"
2025-10-17,6,301326,捷邦科技,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,122.0,102.8,-15.74%,+20.39%,第12天,2025-12-01,45,2025-10-27,2025-10-20,2025-11-05,"('neg2pct', '10pct', 'neg4pct')"
2025-10-17,7,002888,惠威科技,94.4%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,17.67,22.89,+29.54%,+29.54%,第45天,2025-12-01,45,2025-11-13,-,-,-
